# Mains_Frequency_(Hz) =,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Sample_Frequency_(Hz) =,300,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Filter_Delay_(ms) =,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Sensor_Data_Units =,uV,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Headset_Name =,DSI-24 SN:3129,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Data_Logger =,DSI-Streamer-v.1.08.120,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Date =,8/13/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Time =, 12:21:15.311 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Patient_ID =,X M 01-JAN-2000 X,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Record_ID =,Startdate 13-AUG-2025 EEG_XX X X,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Comments =,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Reference location:,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Trigger Source,Wired,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Channel_Number =,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20,ch_21,ch_22,ch_23,ch_24,CMF,Trigger,Time_Offset,ADC_Status,ADC_Sequence,Event,Comments
Time,P3,C3,F3,Fz,F4,C4,P4,Cz,CM,A1,Fp1,Fp2,T3,T5,O1,O2,X3:,X2:REOG,F7,F8,X1:LEOG,A2,T6,T4,Pz,Trigger,Time_Offset,ADC_Status,ADC_Sequence,Event,Comments
12.1600,51.9,-29.0,112.2,61.5,83.0,-8.7,-7.5,71.7,-1190.0,41.9,169.9,170.8,-17.4,-33.0,8.4,-50.6,-9.9,-3707.4,166.3,24.8,-2221.8,14.7,-25.5,-37.7,0,0,21894,0,72,0,
12.1633,51.3,-55.4,88.3,31.5,61.4,-35.1,-33.2,1.8,-966.9,14.1,145.4,150.8,-46.4,-55.8,-16.1,-73.4,-9.6,-3747.3,139.3,-9.0,-2266.5,-4.2,-46.5,-62.5,0,0,21900,0,73,0,
12.1667,73.2,-12.3,121.2,78.6,89.0,7.8,4.2,88.7,-1338.8,38.6,172.9,176.2,-5.7,-29.4,11.7,-47.9,-9.6,-3705.9,175.0,31.7,-2216.1,13.2,-19.5,-38.3,0,0,21906,0,74,0,
12.1700,51.0,-55.1,96.7,42.3,67.4,-31.5,-28.4,31.7,-966.9,24.2,156.5,159.5,-37.4,-48.6,-10.2,-64.1,-9.9,-3732.3,149.5,9.6,-2248.5,-1.2,-37.8,-55.3,0,0,21912,0,75,0,
12.1733,65.4,-48.8,92.5,36.3,59.3,-34.2,-32.3,12.2,-1338.8,18.8,145.1,147.5,-42.5,-55.2,-13.1,-72.5,-9.9,-3738.6,144.1,-9.6,-2253.6,-5.7,-47.1,-65.8,0,0,21918,0,76,0,
12.1767,72.3,-4.2,134.4,88.8,95.9,9.9,11.1,101.3,-1264.4,59.2,182.2,181.9,4.8,-18.6,27.2,-32.6,-9.6,-3691.2,187.9,38.8,-2202.9,28.5,-8.1,-19.7,0,0,21924,0,77,0,
12.1800,9.3,-84.7,65.8,6.0,39.3,-63.2,-62.5,-14.9,-1115.6,-0.3,127.5,129.3,-59.6,-67.5,-35.0,-90.8,-9.6,-3747.6,123.5,-29.9,-2264.7,-21.6,-68.4,-90.0,0,0,21930,0,78,0,
12.1833,104.1,14.1,136.5,81.9,99.2,20.4,15.3,71.4,-1041.3,50.5,184.3,184.0,7.2,-10.8,29.0,-27.3,-9.9,-3703.2,189.4,34.1,-2214.3,30.6,-6.0,-25.1,0,0,21936,0,79,0,
12.1867,40.5,-60.2,93.4,45.0,63.5,-30.0,-29.6,57.6,-1190.0,24.5,147.8,152.0,-29.9,-52.8,-13.7,-68.9,-9.9,-3727.5,150.4,6.0,-2236.5,-3.6,-48.0,-61.3,0,0,21942,0,80,0,
12.1900,63.3,-54.8,100.2,36.6,71.9,-31.2,-28.1,9.9,-966.9,19.7,161.0,158.6,-30.5,-42.9,-7.2,-63.2,-9.9,-3727.8,154.9,-3.9,-2241.6,1.2,-42.9,-58.3,0,0,21948,0,81,0,
12.1933,83.7,-8.7,130.2,80.4,90.8,8.4,5.7,85.4,-1190.0,36.8,178.3,177.7,-4.2,-26.7,15.8,-42.8,-9.9,-3723.6,179.8,31.7,-2233.2,8.4,-21.6,-32.9,0,0,21954,0,82,0,
12.1967,10.5,-63.5,87.4,30.3,54.5,-38.0,-39.2,36.4,-1190.0,-6.0,144.5,143.3,-45.5,-62.1,-26.6,-82.1,-9.9,-3757.8,142.9,-9.6,-2270.7,-21.9,-60.6,-76.8,0,0,21960,0,83,0,
12.2000,88.2,-29.6,120.9,54.6,88.1,-4.2,-6.3,31.7,-892.5,50.8,179.2,175.3,-21.6,-35.4,8.7,-49.4,-9.6,-3727.2,176.8,11.7,-2239.2,9.0,-24.6,-40.9,0,0,21966,0,84,0,
12.2033,51.6,-32.9,96.4,47.4,59.0,-21.9,-20.3,64.2,-1190.0,16.7,146.0,145.4,-38.9,-57.3,-16.1,-77.0,-9.6,-3744.9,153.4,2.7,-2250.0,-19.8,-48.3,-63.7,0,0,21972,0,85,0,
12.2067,50.7,-45.8,108.0,42.6,73.7,-24.9,-22.7,32.6,-1041.3,39.2,172.3,168.7,-32.3,-41.4,-2.1,-59.9,-9.9,-3722.7,165.4,7.8,-2232.0,11.1,-34.2,-49.0,0,0,21978,0,86,0,
12.2100,62.1,-45.5,88.9,29.1,55.4,-27.0,-27.8,8.4,-1115.6,18.2,149.3,148.7,-38.0,-57.0,-13.7,-73.4,-9.6,-3750.3,148.3,-3.9,-2256.3,-12.6,-50.1,-62.8,0,0,21984,0,87,0,
12.2133,45.0,-18.9,117.3,63.3,79.7,3.9,-1.2,77.1,-1413.1,30.2,176.5,174.4,-7.5,-35.1,7.2,-53.6,-9.9,-3714.6,178.6,30.8,-2220.6,15.6,-21.6,-42.4,0,0,21990,0,88,0,
12.2167,38.4,-73.3,78.4,9.9,49.1,-36.0,-38.9,-12.8,-966.9,17.0,145.4,144.8,-56.3,-62.1,-21.2,-76.4,-9.6,-3745.2,136.9,-14.3,-2246.7,-8.7,-47.1,-72.9,0,0,21996,0,89,0,
12.2200,77.1,-36.5,105.6,49.2,70.1,-9.0,-9.0,38.2,-1190.0,26.0,159.8,166.3,-29.0,-42.9,1.8,-54.8,-9.9,-3714.9,164.8,22.4,-2221.5,15.9,-30.3,-44.5,0,0,22002,0,90,0,
12.2233,55.5,-34.4,111.9,55.5,80.3,15.9,-2.7,66.6,-1115.6,32.3,167.8,172.0,-20.1,-26.4,13.7,-47.6,-9.3,-3703.5,170.8,27.8,-2207.1,17.4,-23.4,-42.1,0,0,22008,0,91,0,
12.2267,45.3,-75.4,79.9,9.0,44.9,-67.7,-50.0,-21.5,-966.9,17.6,141.0,146.0,-55.1,-62.4,-27.2,-80.9,-10.2,-3751.8,136.1,-14.9,-2252.1,-8.1,-54.6,-56.5,0,0,22014,0,92,0,
12.2300,89.7,5.4,146.3,92.4,109.1,34.2,24.2,97.4,-1264.4,66.1,196.5,204.6,9.9,-4.5,34.7,-21.6,-9.9,-3669.3,202.0,64.8,-2169.6,47.0,7.2,-6.9,0,0,22020,0,93,0,
12.2333,30.0,-68.3,88.0,20.7,51.2,-50.9,-50.0,14.0,-966.9,23.3,145.7,149.6,-35.6,-60.0,-26.9,-83.3,-9.9,-3720.9,141.1,0.6,-2226.0,-9.3,-57.3,-68.4,0,0,22026,0,94,0,
12.2367,109.8,-24.8,124.5,53.7,88.4,-4.5,-8.7,28.7,-966.9,45.4,184.6,184.8,-2.7,-20.4,13.7,-43.1,-9.6,-3714.6,180.4,26.3,-2211.6,19.8,-18.3,-30.2,0,0,22032,0,95,0,
12.2400,76.2,-12.0,121.2,64.8,79.7,-9.0,-13.2,81.5,-1264.4,31.1,170.8,170.5,-0.3,-31.2,6.9,-51.2,-9.6,-3729.0,180.7,30.5,-2225.1,9.0,-31.5,-51.1,0,0,22038,0,96,0,
12.2433,42.9,-70.6,80.8,13.8,49.1,-46.4,-48.8,3.0,-966.9,17.3,145.7,143.9,-46.4,-57.9,-23.6,-78.2,-9.9,-3758.7,138.1,-16.1,-2256.9,-15.0,-56.1,-80.1,0,0,22044,0,97,0,
12.2467,95.1,-12.3,119.7,58.2,77.9,-6.3,-5.4,50.2,-1115.6,44.2,173.2,173.8,-7.2,-25.2,12.0,-45.5,-9.6,-3721.5,176.2,23.3,-2215.8,15.6,-22.8,-42.1,0,0,22050,0,98,0,
12.2500,36.6,-58.1,82.6,30.3,43.5,-37.7,-36.5,54.1,-1264.4,5.4,137.7,140.1,-47.0,-61.8,-23.0,-83.0,-9.3,-3743.7,140.8,-1.2,-2239.8,-21.6,-55.5,-68.4,0,0,22056,0,99,0,
12.2533,88.8,-45.8,101.7,31.5,64.1,-28.5,-22.1,13.7,-966.9,46.6,166.3,163.3,-31.1,-34.8,-0.9,-58.7,-9.9,-3735.9,157.9,2.7,-2230.8,6.9,-33.9,-51.4,0,0,22062,0,100,0,
12.2567,70.8,-41.0,92.8,36.3,49.1,-23.4,-21.5,44.5,-1264.4,13.2,145.1,145.7,-33.8,-47.7,-9.9,-70.1,-9.3,-3734.4,151.0,-0.3,-2225.1,-18.0,-49.5,-68.4,0,0,22068,0,101,0,
12.2600,59.7,-33.5,109.8,46.2,68.3,-12.6,-10.8,61.8,-1115.6,25.7,163.9,165.1,-16.2,-31.5,7.2,-55.4,-9.9,-3714.9,166.9,15.8,-2206.2,-0.9,-31.5,-45.4,0,0,22074,0,102,0,
12.2633,54.6,-66.2,81.7,9.6,45.8,-39.2,-34.4,-9.0,-892.5,13.8,141.3,142.1,-40.1,-51.3,-13.4,-72.8,-9.6,-3753.0,135.8,-15.2,-2248.2,-7.2,-49.2,-69.0,0,0,22080,0,103,0,
12.2667,74.7,-23.6,114.9,59.4,74.0,-0.9,3.6,74.7,-1264.4,41.0,162.5,166.9,-3.9,-28.8,17.0,-44.0,-9.9,-3717.0,172.0,34.4,-2202.9,8.1,-21.6,-38.9,0,0,22086,0,104,0,
12.2700,56.1,-58.4,94.3,25.5,57.8,-30.3,-28.7,21.8,-1041.3,24.2,155.0,155.3,-30.2,-36.3,-3.6,-59.6,-9.6,-3729.3,151.0,2.7,-2215.5,-0.9,-37.5,-58.9,0,0,22092,0,105,0,
12.2733,66.9,-51.5,94.9,23.7,54.8,-22.2,-29.6,4.2,-1041.3,22.1,148.7,146.0,-35.9,-49.2,-8.1,-68.9,-9.9,-3741.0,150.1,-7.5,-2224.2,-5.4,-42.3,-60.7,0,0,22098,0,106,0,
12.2767,81.3,2.1,146.0,92.7,106.1,22.5,20.6,104.8,-1264.4,75.6,196.2,195.3,7.2,-5.7,36.5,-23.1,-9.9,-3670.8,205.6,59.5,-2158.2,43.8,4.5,-12.0,0,0,22104,0,107,0,
12.2800,21.9,-73.9,83.2,12.6,51.5,-47.3,-53.8,-4.8,-1041.3,9.0,142.7,143.9,-61.7,-64.2,-27.5,-82.4,-9.9,-3754.5,140.5,-13.1,-2235.6,-8.1,-54.0,-64.9,0,0,22110,0,108,0,
12.2833,116.4,12.0,156.5,96.9,120.5,37.7,25.7,85.7,-1190.0,80.7,209.6,206.6,7.8,-6.3,33.5,-16.8,-9.6,-3693.0,212.2,60.7,-2174.7,44.4,12.9,-5.7,0,0,22116,0,109,0,
12.2867,52.5,-46.7,107.1,55.5,72.8,-11.7,-20.0,69.3,-1115.6,35.3,165.1,164.5,-19.8,-48.0,-9.9,-66.2,-9.9,-3699.9,167.2,24.5,-2181.9,13.5,-34.5,-46.3,0,0,22122,0,110,0,
12.2900,74.7,-46.7,106.8,40.5,78.5,-21.0,-25.1,19.7,-1041.3,38.0,170.5,171.4,-16.5,-38.1,-6.6,-60.5,-9.9,-3697.8,160.0,18.2,-2177.7,16.2,-30.0,-37.4,0,0,22128,0,111,0,
12.2933,95.7,-4.5,126.6,80.4,92.0,15.9,6.3,87.8,-1190.0,40.1,179.5,181.6,3.3,-20.1,14.9,-46.4,-9.9,-3691.5,182.8,42.7,-2166.0,20.1,-12.6,-32.6,0,0,22134,0,112,0,
12.2967,22.2,-66.8,82.3,27.9,50.9,-32.7,-36.2,37.0,-1115.6,8.4,143.0,143.6,-53.6,-63.3,-28.1,-81.2,-9.9,-3718.8,138.1,-2.1,-2191.2,-16.5,-51.9,-69.0,0,0,22140,0,113,0,
12.3000,98.4,-27.8,110.7,51.3,82.7,10.5,-3.3,32.6,-892.5,44.5,170.8,172.6,-18.0,-27.3,7.8,-46.4,-9.9,-3707.7,167.2,13.7,-2181.3,11.1,-25.2,-41.2,0,0,22146,0,114,0,
12.3033,59.1,-43.4,84.1,40.2,45.5,-39.2,-24.8,63.0,-1264.4,2.4,137.1,141.3,-42.5,-54.6,-10.2,-70.1,-9.6,-3731.1,142.0,0.6,-2192.1,-14.7,-48.9,-64.9,0,0,22152,0,115,0,
12.3067,57.0,-52.4,92.5,30.6,58.7,-27.3,-21.2,27.8,-892.5,26.3,155.6,155.9,-33.8,-40.5,1.2,-56.6,-10.2,-3707.4,151.0,-0.6,-2170.8,6.9,-37.8,-56.8,0,0,22158,0,116,0,
12.3100,66.6,-56.0,82.9,24.3,48.5,-32.1,-29.0,11.4,-1190.0,15.2,142.7,142.1,-46.4,-50.4,-4.5,-68.0,-9.9,-3737.7,140.8,-9.0,-2199.3,-8.7,-50.4,-66.7,0,0,22164,0,117,0,
12.3133,51.0,-14.4,112.5,63.0,75.5,-2.1,-2.7,81.8,-1413.1,38.9,168.7,169.6,-15.6,-29.7,14.3,-45.5,-9.6,-3687.9,170.8,29.6,-2145.9,20.4,-21.6,-40.4,0,0,22170,0,118,0,
12.3167,49.5,-77.5,91.6,23.1,58.7,-34.2,-35.0,-3.3,-966.9,27.8,157.7,157.1,-38.9,-49.5,-13.4,-62.3,-9.6,-3720.0,153.7,-6.3,-2178.9,5.4,-39.9,-60.1,0,0,22176,0,119,0,
12.3200,88.2,-29.9,117.6,62.1,79.1,-4.2,-9.6,48.4,-1190.0,30.2,169.6,171.1,-19.8,-34.2,8.4,-47.3,-9.6,-3715.5,175.9,22.1,-2164.5,14.7,-24.3,-47.8,0,0,22182,0,120,0,
12.3233,60.6,-38.0,122.1,73.5,88.7,7.5,-5.1,74.7,-1264.4,50.2,181.3,182.5,-15.9,-27.6,17.0,-35.3,-9.3,-3694.2,178.3,40.6,-2142.6,22.5,-13.8,-33.5,0,0,22188,0,121,0,
12.3267,48.6,-67.1,88.6,24.3,53.6,-41.9,-46.1,-10.2,-1115.6,14.1,152.6,147.8,-50.0,-57.9,-20.9,-75.8,-9.9,-3734.4,142.3,-18.5,-2180.4,-11.1,-53.4,-65.8,0,0,22194,0,122,0,
12.3300,94.2,10.5,152.3,106.2,110.3,27.3,23.6,105.4,-1264.4,72.7,205.5,204.3,15.9,-3.0,40.6,-15.6,-9.9,-3678.3,205.9,54.1,-2118.6,41.1,11.1,-6.9,0,0,22200,0,123,0,
12.3333,31.8,-58.1,95.5,39.0,52.7,-37.4,-44.9,29.3,-1041.3,14.6,157.7,152.6,-42.8,-57.9,-23.0,-76.1,-9.6,-3733.8,148.0,-6.0,-2174.1,-9.3,-57.3,-86.1,0,0,22206,0,124,0,
12.3367,111.9,-17.1,130.8,71.1,90.8,1.5,-6.9,41.8,-1041.3,62.8,192.3,186.9,-26.4,-19.8,17.0,-36.2,-9.6,-3691.8,185.2,26.3,-2132.4,27.0,-18.0,-22.7,0,0,22212,0,125,0,
12.3400,79.8,-7.8,126.6,78.6,81.5,0.0,-4.8,90.8,-1264.4,38.6,179.5,178.0,-10.5,-24.3,10.8,-47.3,-9.6,-3691.8,185.8,36.5,-2125.5,18.3,-27.9,-37.1,0,0,22218,0,126,0,
12.3433,51.0,-50.0,96.1,23.7,50.3,-38.0,-42.5,13.4,-1041.3,26.6,163.1,150.5,-29.9,-53.1,-17.6,-75.8,-9.6,-3713.7,153.1,-12.0,-2146.8,-15.6,-54.9,-64.0,0,0,22224,0,127,0,
12.3467,98.1,-8.4,127.2,66.3,84.2,3.9,4.5,57.3,-1115.6,61.6,184.8,173.5,3.3,-17.1,22.1,-36.2,-9.9,-3696.9,187.9,23.9,-2126.1,18.0,-19.2,-37.4,0,0,22230,0,128,0,
12.3500,39.3,-60.2,86.8,33.9,46.7,-30.9,-28.7,55.0,-1264.4,11.4,150.2,147.5,-33.5,-44.7,-14.6,-72.2,-9.3,-3720.0,146.2,1.8,-2150.1,-20.1,-55.5,-71.4,0,0,22236,0,129,0,
12.3533,93.6,-46.1,108.0,40.5,75.5,-8.7,-10.8,18.5,-966.9,36.2,179.8,176.2,-20.1,-29.4,7.2,-47.0,-9.9,-3702.6,166.9,16.4,-2136.6,10.2,-25.5,-41.8,0,0,22242,0,130,0,
12.3567,81.9,-36.2,110.4,59.4,71.3,-3.6,-7.8,52.6,-1264.4,18.2,178.0,180.7,-27.0,-45.3,-3.6,-57.8,-9.6,-3721.2,172.0,24.2,-2148.9,-6.6,-34.5,-49.6,0,0,22248,0,131,0,
12.3600,67.5,-34.1,127.5,66.6,84.2,-5.4,-5.1,64.2,-1041.3,39.5,199.5,195.6,-17.4,-32.1,6.6,-49.7,-9.6,-3694.5,192.1,40.6,-2127.3,12.9,-27.3,-44.8,0,0,22254,0,132,0,
12.3633,64.8,-62.6,98.5,31.8,63.8,-33.9,-32.6,-9.0,-1041.3,12.6,174.4,180.7,-46.4,-57.3,-17.9,-74.0,-9.6,-3736.2,156.7,11.4,-2160.9,-15.0,-48.3,-62.2,0,0,22260,0,133,0,
12.3667,87.0,-21.3,128.7,81.6,95.3,5.7,3.9,76.2,-1190.0,37.4,204.6,210.2,-15.6,-34.5,13.4,-45.2,-9.6,-3706.5,192.1,61.0,-2131.8,13.2,-18.3,-34.1,0,0,22266,0,134,0,
12.3700,67.5,-63.2,107.4,49.8,82.7,-0.3,-21.2,23.3,-966.9,13.2,192.9,203.7,-40.1,-46.8,-8.7,-64.1,-9.3,-3719.1,164.2,37.9,-2140.8,-4.5,-39.0,-62.5,0,0,22272,0,135,0,
12.3733,79.5,-60.8,106.2,50.1,78.2,-23.4,-27.5,-0.9,-1115.6,3.9,197.1,209.6,-44.3,-56.1,-15.2,-71.0,-9.6,-3726.0,170.2,45.1,-2163.0,-12.0,-38.4,-53.2,0,0,22278,0,136,0,
12.3767,93.3,-15.3,154.4,106.2,112.7,10.5,17.9,89.9,-1264.4,43.1,249.1,254.4,8.1,-17.1,25.4,-30.6,-9.9,-3684.0,228.0,87.9,-2107.8,26.4,0.9,-27.2,0,0,22284,0,137,0,
12.3800,33.3,-90.1,97.6,30.0,59.6,-56.3,-55.0,-16.7,-966.9,1.2,204.3,207.5,-57.8,-71.1,-35.6,-87.8,-9.6,-3751.2,168.7,19.7,-2189.4,-33.0,-68.1,-78.6,0,0,22290,0,138,0,
12.3833,124.8,-2.1,165.8,111.3,126.5,15.9,16.2,73.2,-1041.3,49.6,266.4,276.8,7.8,-14.4,26.6,-29.7,-9.3,-3700.8,234.6,93.2,-2139.0,23.4,-9.6,-24.2,0,0,22296,0,139,0,
12.3867,71.4,-46.1,133.5,84.3,94.1,-17.7,-23.3,63.9,-1264.4,10.8,237.4,254.7,-30.8,-51.6,-9.3,-67.4,-9.9,-3735.3,206.2,71.4,-2167.5,-13.8,-45.6,-60.7,0,0,22302,0,140,0,
12.3900,95.4,-42.5,145.1,81.3,109.4,-10.2,-18.5,17.6,-966.9,32.0,261.0,275.9,-32.0,-43.8,-9.6,-59.9,-9.6,-3718.5,213.1,73.5,-2154.9,-1.5,-37.2,-44.5,0,0,22308,0,141,0,
12.3933,123.3,6.0,179.3,131.1,135.4,24.9,16.2,95.6,-1115.6,39.5,289.1,308.8,1.8,-18.9,20.6,-36.8,-9.9,-3685.2,248.4,114.1,-2123.4,17.1,-9.6,-25.1,0,0,22314,0,142,0,
12.3967,55.2,-41.3,146.9,86.4,100.7,-21.9,-31.7,46.9,-1115.6,6.3,264.9,284.0,-39.2,-54.9,-21.5,-74.9,-9.6,-3737.1,215.2,80.1,-2180.1,-18.9,-52.5,-67.0,0,0,22320,0,143,0,
12.4000,129.6,-11.4,182.8,117.0,134.5,11.7,-0.9,45.4,-892.5,31.4,306.1,318.3,-8.7,-23.7,16.7,-43.1,-10.2,-3726.3,251.4,104.6,-2177.1,1.5,-22.8,-32.6,0,0,22326,0,144,0,
12.4033,93.0,-28.4,162.8,114.6,112.1,-1.2,-14.4,79.2,-1115.6,16.1,285.2,297.7,-29.3,-48.3,-0.3,-64.7,-9.6,-3745.2,234.0,96.5,-2196.6,-29.1,-45.0,-61.9,0,0,22332,0,145,0,
12.4067,103.5,-18.9,186.1,117.0,130.4,-3.9,-12.6,54.1,-818.1,42.5,318.3,327.6,-5.7,-33.0,4.2,-52.4,-9.9,-3706.8,256.5,104.6,-2172.3,-5.7,-34.2,-53.2,0,0,22338,0,146,0,
12.4100,111.0,-31.7,166.1,109.2,119.0,-4.8,-15.6,39.1,-966.9,13.2,299.8,319.5,-26.7,-52.8,-17.0,-68.3,-9.9,-3738.6,232.8,100.4,-2206.2,-20.7,-43.8,-51.4,0,0,22344,0,147,0,
12.4133,93.3,-6.3,188.8,141.0,139.9,18.6,4.8,100.7,-1264.4,25.1,319.8,338.3,-1.2,-32.7,9.3,-46.7,-9.6,-3720.6,264.0,129.7,-2182.5,-5.7,-24.9,-38.0,0,0,22350,0,148,0,
12.4167,93.9,-44.6,163.4,99.9,121.1,-14.1,-33.5,18.5,-743.8,20.6,309.7,323.7,-24.3,-55.5,-21.8,-75.5,-9.9,-3740.4,237.3,91.4,-2214.6,-26.7,-55.8,-66.1,0,0,22356,0,149,0,
12.4200,132.3,-4.8,182.2,129.6,136.3,0.6,-6.0,66.3,-966.9,17.6,319.5,333.0,-12.9,-38.1,-1.8,-64.4,-9.9,-3731.4,252.0,116.8,-2212.5,-8.7,-38.4,-43.6,0,0,22362,0,150,0,
12.4233,102.9,-7.2,188.2,139.2,150.1,12.3,1.2,86.9,-966.9,26.3,326.1,351.5,-6.6,-32.1,6.9,-54.8,-9.9,-3729.3,254.1,145.5,-2210.4,-2.7,-24.6,-32.0,0,0,22368,0,151,0,
12.4267,84.3,-80.5,141.2,85.5,113.3,-28.5,-42.8,-7.2,-966.9,-3.3,289.4,312.4,-43.4,-66.6,-29.9,-87.5,-9.6,-3774.0,215.8,85.8,-2261.4,-29.7,-63.9,-75.3,0,0,22374,0,152,0,
12.4300,134.7,16.8,215.5,174.6,180.1,37.2,28.4,109.9,-1190.0,53.5,355.7,379.9,31.1,-4.5,32.9,-29.1,-10.2,-3671.4,292.2,171.8,-2162.1,27.3,-4.5,2.1,0,0,22380,0,153,0,
12.4333,69.6,-55.1,160.4,105.3,122.9,-25.5,-38.9,30.5,-892.5,13.2,309.1,330.3,-31.7,-58.5,-25.4,-82.4,-9.6,-3741.0,241.5,107.3,-2234.1,-14.1,-59.4,-60.4,0,0,22386,0,154,0,
12.4367,146.7,-8.7,192.7,137.1,159.7,16.8,3.6,49.9,-892.5,36.8,337.1,358.1,-3.0,-21.0,13.7,-44.6,-9.9,-3749.1,267.9,134.8,-2234.4,9.9,-19.5,-19.7,0,0,22392,0,155,0,
12.4400,111.6,-5.1,188.5,148.2,149.8,23.1,2.7,103.9,-1115.6,25.7,321.0,342.2,-3.9,-29.1,6.9,-50.0,-9.9,-3729.0,262.2,139.5,-2225.1,3.9,-25.8,-29.6,0,0,22398,0,156,0,
12.4433,79.8,-47.3,154.1,96.0,120.2,-19.2,-34.4,28.1,-892.5,4.8,293.0,316.5,-32.6,-57.3,-23.9,-73.7,-9.9,-3752.4,224.8,100.4,-2255.4,-10.5,-54.6,-52.3,0,0,22404,0,157,0,
12.4467,130.8,0.9,193.3,142.5,154.9,50.6,13.8,76.2,-966.9,43.9,327.3,343.4,6.0,-17.1,17.3,-37.7,-9.6,-3728.1,267.6,129.4,-2222.4,14.1,-17.7,-29.3,0,0,22410,0,158,0,
12.4500,75.0,-31.7,159.8,113.1,109.7,-13.8,-20.9,77.4,-1041.3,6.6,289.1,298.9,-24.0,-51.9,-17.9,-76.4,-9.9,-3743.1,234.9,95.9,-2245.5,-20.1,-49.8,-50.8,0,0,22416,0,159,0,
12.4533,122.7,-22.8,176.3,108.3,127.4,-3.0,-5.1,42.4,-743.8,34.1,307.9,317.7,-14.7,-32.4,1.2,-51.8,-9.6,-3735.6,245.7,92.0,-2242.2,0.6,-30.3,-47.2,0,0,22422,0,160,0,
12.4567,104.1,-20.1,155.3,105.0,106.7,-3.6,-5.1,69.3,-1264.4,14.4,273.5,284.3,-36.5,-52.5,-9.9,-65.3,-9.9,-3768.3,222.4,84.0,-2266.2,-25.2,-40.2,-51.1,0,0,22428,0,161,0,
12.4600,82.2,-23.6,163.7,107.4,118.7,2.1,-1.5,81.8,-1115.6,25.1,280.1,294.1,-32.3,-44.1,-1.8,-54.8,-9.6,-3723.6,227.7,95.9,-2231.4,-3.0,-32.1,-44.2,0,0,22434,0,162,0,
12.4633,82.8,-46.1,140.9,71.1,89.6,-33.3,-28.1,11.1,-966.9,2.4,259.5,267.9,-39.2,-54.0,-14.3,-71.6,-9.6,-3775.5,208.9,52.3,-2284.2,-30.6,-56.1,-69.0,0,0,22440,0,163,0,
12.4667,91.2,-21.6,156.2,111.6,108.2,5.7,4.8,89.3,-1190.0,22.1,269.7,278.3,-13.2,-37.5,10.2,-48.2,-9.9,-3748.8,227.2,87.9,-2250.6,-9.3,-40.2,-62.2,0,0,22446,0,164,0,
12.4700,70.5,-67.7,130.5,69.3,88.7,-30.3,-26.0,31.1,-1115.6,4.8,248.8,260.1,-32.0,-52.5,-8.7,-63.2,-9.9,-3755.4,197.2,52.6,-2257.2,-23.1,-53.1,-71.7,0,0,22452,0,165,0,
12.4733,79.5,-63.2,117.6,62.7,83.9,-34.2,-30.8,8.4,-1041.3,-3.0,233.2,249.1,-42.2,-61.5,-16.7,-70.7,-9.6,-3757.8,181.3,45.4,-2264.4,-30.9,-56.4,-71.1,0,0,22458,0,166,0,
12.4767,91.5,-15.3,164.0,116.1,119.6,3.3,10.8,98.6,-1338.8,40.7,270.9,283.7,5.1,-20.7,24.8,-30.9,-9.9,-3716.1,229.8,94.4,-2215.2,13.5,-18.0,-37.1,0,0,22464,0,167,0,
12.4800,26.4,-91.3,102.6,34.5,58.1,-67.7,-60.4,-14.3,-966.9,-10.5,219.5,224.6,-60.5,-82.2,-40.6,-93.1,-9.3,-3777.3,170.2,16.7,-2286.9,-45.3,-78.9,-88.5,0,0,22470,0,168,0,
12.4833,119.7,-10.2,161.3,106.2,112.1,3.0,5.4,67.5,-1190.0,39.5,271.5,275.0,4.2,-22.8,23.3,-32.0,-9.9,-3722.4,227.7,75.0,-2225.7,4.2,-18.3,-33.8,0,0,22476,0,169,0,
12.4867,60.0,-55.1,123.3,69.6,75.8,-34.8,-32.3,58.2,-1041.3,5.1,232.0,236.5,-39.5,-63.9,-17.6,-72.8,-9.9,-3739.5,190.6,47.2,-2242.5,-20.1,-50.4,-68.4,0,0,22482,0,170,0,
12.4900,85.5,-57.5,126.9,64.5,88.7,-27.9,-29.3,5.4,-892.5,19.1,239.2,249.1,-35.6,-54.3,-10.2,-62.6,-9.9,-3751.8,186.7,47.8,-2255.1,-10.2,-42.0,-54.7,0,0,22488,0,171,0,
